matrix           0
-        758,        464,-        434,-     318649,    2028622,
matrix          65
      23226,-       3500,-       6067,        165,         63,
-       3498,      10618,-       2947,        649,-        515,
-       6069,-       2947,      14465,-        545,       1080,
        164,        648,-        547,    2927794,-     426171,
         62,-        515,       1079,-     426171,    2331257,
matrix          66
      18812,-       2358,-       4680,-        746,        327,
-       2357,       7857,-       1844,        269,-        525,
-       4681,-       1844,       9919,-        219,-         37,
-        747,        269,-        219,    2547764,-     313424,
        326,-        526,-         38,-     313424,    1867287,
matrix          67
      14042,-       1568,-       3775,-        100,        467,
-       1566,       6012,-       1037,-        889,        677,
-       3776,-       1037,       7953,        657,-       2458,
-        101,-        889,        656,    2156151,-     212081,
        466,        675,-       2459,-     212081,    1639784,
matrix          68
       3500,        344,-       1259,-         47,        211,
        347,       1925,        309,-         13,-         86,
-       1258,        309,       3345,-         81,-        585,
-         47,-         13,-         80,    1152881,     131005,
        210,-         86,-        584,     131005,     961857,
matrix          69
       9966,-        823,-       2953,       1167,-        176,
-        823,       4529,-        654,-        122,        510,
-       2954,-        654,       6471,         34,         50,
       1166,-        123,         34,    1769124,-     133110,
-        176,        510,         49,-     133110,    1437880,
matrix          70
       3371,        243,-       1247,        615,-        248,
        245,       1850,        205,-        399,        410,
-       1247,        205,       3271,        122,         95,
        615,-        399,        123,    1125372,     112214,
-        247,        410,         95,     112214,     953171,
matrix          71
       7157,-        445,-       2306,-        662,-         80,
-        445,       3433,-        359,-        121,-        266,
-       2307,-        359,       5270,         24,         19,
-        663,-        121,         23,    1468277,-      80487,
-         81,-        267,         19,-      80487,    1265930,
matrix          72
       3136,        124,-       1195,-         55,-         74,
        125,       1741,        123,-        219,-         56,
-       1195,        123,       3141,-         40,-        191,
-         55,-        219,-         40,    1092403,      94611,
-         75,-         56,-        191,      94611,     938006,
matrix          73
       5148,-        210,-       1809,-        938,        205,
-        208,       2623,-        196,        409,-        626,
-       1810,-        196,       4364,-        185,        309,
-        938,        408,-        185,    1260265,-      40603,
        204,-        625,        309,-      40603,    1119120,
matrix          74
       3126,         46,-       1209,-        596,-        106,
         49,       1744,         95,-        128,-        413,
-       1209,         95,       3178,-        140,-         23,
-        595,-        127,-        140,    1093995,      89446,
-        106,-        412,-         22,      89446,     945507,
matrix          75
       4086,-         91,-       1494,        324,         82,
-         89,       2161,-         82,        328,        185,
-       1494,-         82,       3727,         33,        361,
        325,        328,         33,    1173367,-       5200,
         82,        185,        361,-       5200,    1018861,
matrix          76
       3360,-         11,-       1300,-          7,-         28,
-          9,       1863,-         11,-         12,-         51,
-       1300,-         11,       3392,-         40,         52,
-          7,-         12,-         40,    1097243,      34032,
-         27,-         51,         53,      34032,     970480,
matrix          77
      15374,-       1728,-       3643,        756,-        370,
-       1725,       5983,-       1115,        711,-       1159,
-       3644,-       1115,       7046,-       1154,       1970,
        755,        710,-       1155,    2249330,-     234755,
-        370,-       1157,       1970,-     234755,    1541237,
matrix          78
      11340,-        982,-       2983,        347,       1455,
-        982,       4591,-        615,       1755,-        170,
-       2984,-        615,       5833,-        362,-        152,
        349,       1754,-        362,    1887335,-     144807,
       1454,-        170,-        152,-     144807,    1375925,
matrix          79
       8361,-        474,-       2381,        962,         39,
-        472,       3550,-        332,        429,        312,
-       2381,-        332,       4803,-         69,        527,
        961,        428,-         69,    1594985,-      78501,
         40,        312,        527,-      78501,    1221585,
matrix          80
       5972,-        260,-       1851,        793,-        872,
-        260,       2698,-        167,-        799,        458,
-       1852,-        167,       3955,        127,        478,
        791,-        799,        126,    1314795,-      49599,
-        870,        458,        478,-      49599,    1078542,
matrix          81
       2455,        272,-        840,-        289,        119,
        275,       1326,        270,        375,        329,
-        838,        270,       2228,        460,        283,
-        286,        377,        461,    1047381,     180385,
        122,        331,        284,     180385,     796749,
matrix          82
       4251,-         80,-       1412,         46,-         31,
-         78,       2053,-         75,-        129,-         24,
-       1412,-         75,       3213,-         35,-        123,
         45,-        129,-         35,    1230354,      22952,
-         31,-         24,-        123,      22952,     949652,
matrix          83
       2618,        251,-        894,        971,        223,
        254,       1363,        215,        140,        181,
-        893,        215,       2251,-        184,-        100,
        973,        140,-        183,    1054893,     177707,
        225,        182,-         99,     177707,     810554,
matrix          84
       2633,        149,-        929,         37,          6,
        151,       1383,        117,-         22,-        485,
-        929,        117,       2313,-        468,-         93,
         37,-         23,-        468,    1050734,     121283,
          5,-        485,-         93,     121283,     812681,
matrix          85
       3316,-         25,-       1168,        431,-         73,
-         23,       1693,-          2,-        308,-        369,
-       1168,-          2,       2801,-        484,-        218,
        429,-        309,-        484,    1128258,      66408,
-         75,-        369,-        218,      66408,     890369,
matrix          86
       2526,         66,-        916,-        130,-        240,
         67,       1338,         84,-         38,          2,
-        916,         84,       2289,         99,        510,
-        130,-         37,        100,    1032723,     124304,
-        238,          3,        511,     124304,     818205,
matrix          87
       2707,         11,-        999,-         50,-         88,
         14,       1440,          7,-         40,         12,
-        999,          7,       2497,         44,        143,
-         50,-         40,         45,    1049022,      93239,
-         87,         13,        143,      93239,     848573,
matrix          88
       2550,         46,-        937,-        532,-        110,
         47,       1352,         26,-         12,        138,
-        937,         26,       2343,        335,        149,
-        531,-         11,        335,    1023233,     105885,
-        109,        138,        149,     105885,     825930,
