9949444277	34074269102	7319945383	9665044	7188427
8518567275	7319945383	14860774539	3594213	-14726923
8029881	9665044	3594213	182144486	24736717
4832522	7188427	-14726923	24736717	129686066
23197684668	9506342688	7407231695	-5262746	149011
9506342688	29628926779	7481967832	298022	15256560
7407231695	7481967832	13909272065	7628280	14707379
-5262746	298022	7628280	157155110	25199324
149011	15256560	14707379	25199324	123554008
19352666807	9111729112	6577288297	11866295	-7675515
9111729112	26309153188	7565750595	-15351029	-17101203
6577288297	7565750595	12841183483	-8550602	-12106017
11866295	-15351029	-8550602	143120412	26580817
-7675515	-17101203	-12106017	26580817	116858351
15700476327	7979497520	5530701135	-9204362	1833861
7979497520	22122804538	6753886389	3667723	-13897034
5530701135	6753886389	11307257613	-6948517	-7881132
-9204362	3667723	-6948517	126336896	24920908
1833861	-13897034	-7881132	24920908	107312464
68387306972	-16031727916	18087200832	-39973294	4958389
-16031727916	72348803329	-11453062288	9916779	33772818
18087200832	-11453062288	31333507966	16886409	6310709
-39973294	9916779	16886409	300425557	-27906894
4958389	33772818	6310709	-27906894	205059153
68089945717	-12318051405	18031107658	95306424	17077355
-12318051405	72124430633	-8638047416	34154709	24831407
18031107658	-8638047416	31407124629	12415704	-26157433
95306424	34154709	12415704	298512307	-21640698
17077355	24831407	-26157433	-21640698	205972469
70258323506	-6662421101	17987657625	51456117	-12408498
-6662421101	71950630502	-4631088414	-24816997	56286320
17987657625	-4631088414	31493448875	28143160	-31416080
51456117	-24816997	28143160	304265715	-10733964
-12408498	56286320	-31416080	-10733964	205840309
68100769708	-500560811	17661165403	44548613	-8803889
-500560811	70644661612	-775147350	-17607778	48785705
17661165403	-775147350	31027719553	24392853	17329823
44548613	-17607778	24392853	298516276	-710410
-8803889	48785705	17329823	-710410	204213887
560471306342	81892565571	161647487054	-1439474458	-242242133
81892565571	646589948216	69516386729	-484484265	76294147
161647487054	69516386729	297521552141	38147074	-118747221
-1439474458	-484484265	38147074	841471747	-103807682
-242242133	76294147	-118747221	-103807682	609745040
63524357167	4415827623	16900984911	104221625	-7341605
4415827623	67603939646	3541419462	-14683209	31522499
16900984911	3541419462	30297761620	15761249	-21651412
104221625	-14683209	15761249	287656462	8880343
-7341605	31522499	-21651412	8880343	202063898
500651299181	130184957778	146235262080	115812180	21768033
130184957778	584941048320	96310353158	43536066	-91731959
146235262080	96310353158	274580543775	-45865980	-3371066
115812180	43536066	-45865980	770849933	-61551093
21768033	-91731959	-3371066	-61551093	578752698
52404494067	9914896883	14648548459	469531	16764168
9914896883	58594193836	7331059793	33528336	-1025970
14648548459	7331059793	27305462732	-512985	25084496
469531	33528336	-512985	258163614	18300262
16764168	-1025970	25084496	18300262	187577358
38531238491	12185610559	11979170388	12176021	17909815
12185610559	47916681553	9638486522	35819630	3116506
11979170388	9638486522	23835847076	1558253	26409461
12176021	35819630	1558253	216588590	25973046
17909815	3116506	26409461	25973046	170872739
29228668739	11836629913	10173020901	-26746728	10569929
11836629913	40692083605	10147613114	21139859	17231350
10173020901	10147613114	21101157489	8615675	-30201701
-26746728	21139859	8615675	182847803	28653461
10569929	17231350	-30201701	28653461	156399397
22927333103	10583840364	8555582234	-20814612	11140196
10583840364	34222328935	9882717413	22280392	8769955
8555582234	9882717413	18882113821	4384978	2678142
-20814612	22280392	4384978	158991136	28603974
11140196	8769955	2678142	28603974	144755302
18468168424	9725794316	7365870614	-16952684	5007573
9725794316	29463482458	9509082867	10015146	-19975404
7365870614	9509082867	17198942850	-9987702	-7551133
-16952684	10015146	-9987702	140894889	29307285
5007573	-19975404	-7551133	29307285	137241429
523892825241	107821060838	171408650297	-1855806521	-475929121
107821060838	685634601189	107398458952	-951858243	-53075668
171408650297	107398458952	350672016400	-26537834	-11905218
-1855806521	-951858243	-26537834	841260484	-87550218
-475929121	-53075668	-11905218	-87550218	621224844
63999221373	10223363287	18895777699	34889632	18942075
10223363287	75583110796	7430445171	37884150	25863831
18895777699	7430445171	36803497038	12931915	66684818
34889632	37884150	12931915	291095228	17415827
18942075	25863831	66684818	17415827	224150200
58894644787	10910567354	17829883975	8365219	18308151
10910567354	71319535900	8659867253	36616302	5658713
17829883975	8659867253	35535586051	2829357	26592665
8365219	36616302	2829357	278018238	19175601
18308151	5658713	26592665	19175601	218706350
86546755058	-22673731382	26628360200	32339687	21009847
-22673731382	106513440799	-18535585000	42019693	42195780
26628360200	-18535585000	51931949684	21097890	-13494071
32339687	42019693	21097890	349488757	-37220580
21009847	42195780	-13494071	-37220580	273672084
90344543703	-16233732741	26883333834	41538946	9269618
-16233732741	107533335338	-12586565989	18539237	34635447
26883333834	-12586565989	52678063908	17317724	-424776
41538946	18539237	17317724	358991857	-23825913
9269618	34635447	-424776	-23825913	277188732
95302020005	-10719864305	27315076071	72618148	-442030
-10719864305	109260304283	-8666325524	-884060	176007
27315076071	-8666325524	52985019564	88003	-9720265
72618148	-884060	88003	372297581	-17097833
-442030	176007	-9720265	-17097833	278186305
92096030009	-3258397828	26911448706	-12212847	-140400
-3258397828	107645794826	-3691423983	-280799	-17200359
26911448706	-3691423983	53166154032	-8600179	-5846669
-12212847	-280799	-8600179	363058140	-7818662
-140400	-17200359	-5846669	-7818662	279696428
85948577899	5714856612	25557009147	14220440	-5882942
5714856612	102228036589	3824128439	-11765884	9705069
25557009147	3824128439	51283804270	4852535	42402836
14220440	-11765884	4852535	349321319	8789604
-5882942	9705069	42402836	8789604	273540040
72993626915	9752237136	22486198519	4609569	-3300273
9752237136	89944794077	8035914762	-6600547	6632466
22486198519	8035914762	46121247625	3316233	-6344781
4609569	-6600547	3316233	315540699	15425108
-3300273	6632466	-6344781	15425108	253536014
61640212828	13790075835	20178739991	-48651386	27611592
13790075835	80714959965	12173337924	55223184	8321280
20178739991	12173337924	43174206268	4160640	43295868
-48651386	55223184	4160640	288363808	25336010
27611592	8321280	43295868	25336010	243285406
48652665049	15742881473	17252584180	-21843866	-8450316
15742881473	69010336722	14431832837	-16900632	-26363100
17252584180	14431832837	37875545889	-13181550	21724280
-21843866	-16900632	-13181550	252175513	32855264
-8450316	-26363100	21724280	32855264	223219997
37347587669	14631945791	13992389373	20885823	20886157
14631945791	55969557493	14384083945	41772314	33872772
13992389373	14384083945	31706800698	16936386	21330718
20885823	41772314	16936386	216217480	33795779
20886157	33872772	21330718	33795779	197807322
28287204776	14006722380	11826612348	-5518324	-4237793
14006722380	47306449393	13916145034	-8475586	-4296299
11826612348	13916145034	28282544460	-2148150	-12411391
-5518324	-8475586	-2148150	183965402	36175445
-4237793	-4296299	-12411391	36175445	183894701
21842895820	11689490964	9606911687	15103658	-2295689
11689490964	38427646749	12386403384	-4591377	-28933471
9606911687	12386403384	24317034391	-14466735	23556446
15103658	-4591377	-14466735	157817793	33131231
-2295689	-28933471	23556446	33131231	166358473
114028146428	-30416343726	38385944060	44238445	-15048333
-30416343726	153543776241	-26083827589	-30096666	-47055215
38385944060	-26083827589	83614557006	-23527608	-115612949
44238445	-30096666	-23527608	419580956	-43424801
-15048333	-47055215	-115612949	-43424801	360140700
118239770988	-23165319317	39184934301	-71109924	-4065180
-23165319317	156739737204	-19925804176	-8130360	36601258
39184934301	-19925804176	85907178203	18300629	61936922
-71109924	-8130360	18300629	427888372	-32984549
-4065180	36601258	61936922	-32984549	366403867
127798874370	-15589864157	41346192093	-69283764	13147719
-15589864157	165384768372	-12250476498	26295439	-57758268
41346192093	-12250476498	89807850098	-28879134	-66518099
-69283764	26295439	-28879134	450525899	-20533703
13147719	-57758268	-66518099	-20533703	379315537
125941039227	-4379501184	40903616184	-51180424	23634830
-4379501184	163614464736	-3863978209	47269661	-46379226
40903616184	-3863978209	89840105419	-23189613	23257745
-51180424	47269661	-23189613	445306816	-5773943
23634830	-46379226	23257745	-5773943	379120576
117468112600	6173925540	38289904575	-115208327	-6401533
6173925540	153159618301	5141302472	-12803065	-18705652
38289904575	5141302472	84856416513	-9352826	77837051
-115208327	-12803065	-9352826	427185455	10286630
-6401533	-18705652	77837051	10286630	365313338
99350856014	11520848267	33689984017	-28833619	-35311950
11520848267	134759936069	10248617686	-70623899	-21239131
33689984017	10248617686	76507828176	-10619565	-71396995
-28833619	-70623899	-10619565	386909531	16513512
-35311950	-21239131	-71396995	16513512	341638456
82126633153	16412349792	29212212322	-79503754	5129417
16412349792	116848849290	15661475483	10258833	6730509
29212212322	15661475483	68472786799	3365254	-3750104
-79503754	10258833	3365254	348556497	27164275
5129417	6730509	-3750104	27164275	317696601
61762197670	17737335384	23766629317	6048720	35451584
17737335384	95066517267	16839648318	70903168	11573083
23766629317	16839648318	59108385021	5786542	-1803589
6048720	70903168	5786542	293921092	31515434
35451584	11573083	-1803589	31515434	288099598
45144729231	17565998351	19134805690	-424540	-7219235
17565998351	76539222760	17956079112	-14438470	-51182516
19134805690	17956079112	49853017348	-25591258	-10776985
-424540	-14438470	-25591258	244380683	37003717
-7219235	-51182516	-10776985	37003717	258234205
33738167284	15314021525	15228515079	-8681066	16888350
15314021525	60914060315	16729666577	33776700	14524686
15228515079	16729666577	41396410229	7262343	52753223
-8681066	33776700	7262343	206977256	35993495
16888350	14524686	52753223	35993495	228232631
25922485737	13051361946	12253030355	10934214	20154389
13051361946	49012121421	15269369824	40308779	55729971
12253030355	15269369824	34545306749	27864985	26922751
10934214	40308779	27864985	177101019	34119227
20154389	55729971	26922751	34119227	202313721
145849549776	-37979579665	54779909544	143879612	-22540301
-37979579665	219119638176	-36373934565	-45080602	38000106
54779909544	-36373934565	132939711613	19000053	-174089377
143879612	-45080602	19000053	471371195	-47330176
-22540301	38000106	-174089377	-47330176	470898381
154023614702	-26999140217	55944307408	-144772563	4916227
-26999140217	223777229633	-25514406752	9832453	-123954230
55944307408	-25514406752	135347054857	-61977115	24475122
-144772563	9832453	-61977115	487040349	-31483342
4916227	-123954230	24475122	-31483342	475143421
162967118797	-17592869720	58077923488	-146270773	51819762
-17592869720	232311693954	-16437153014	103639525	-148868948
58077923488	-16437153014	139885277959	-74434474	92947741
-146270773	103639525	-74434474	500428518	-20176592
51819762	-148868948	92947741	-20176592	484535490
166374079173	-8413508871	59086189949	92080028	66110936
-8413508871	236344759798	-5166425272	132221871	-2417230
59086189949	-5166425272	141453621090	-1208615	-6406783
92080028	132221871	-1208615	495477019	-11604580
66110936	-2417230	-6406783	-11604580	491264168
154760782447	3802619899	55556459929	-46167092	42594888
3802619899	222225839718	3464551069	85189776	-46956259
55556459929	3464551069	133674312096	-23478130	38688277
-46167092	85189776	-23478130	489130892	3632185
42594888	-46956259	38688277	3632185	474359672
127731140637	12007128944	48011460608	-38472564	34880751
12007128944	192045842434	12841974722	69761502	42740298
48011460608	12841974722	120662263099	21370149	60343387
-38472564	69761502	21370149	454107092	17425749
34880751	42740298	60343387	17425749	443166133
104116981385	16929004284	40451283053	-23786493	23821767
16929004284	161805132212	17748712034	47643533	63816821
40451283053	17748712034	104130776537	31908411	24961586
-23786493	47643533	31908411	405719853	25713165
23821767	63816821	24961586	25713165	403383882
77356627169	19078172715	32539712202	-26998495	20253116
19078172715	130158848810	19423491422	40506231	-52851159
32539712202	19423491422	89248901686	-26425580	104607401
-26998495	40506231	-26425580	341054649	31021840
20253116	-52851159	104607401	31021840	365059309
55747488920	17220242660	25064874423	-11422954	6473015
17220242660	100259497691	19461289020	12946030	-9536533
25064874423	19461289020	73252670740	-4768267	11676084
-11422954	12946030	-4768267	281051706	31693899
6473015	-9536533	11676084	31693899	320550552
40836478144	17291091126	19917879357	-9558576	14063121
17291091126	79671517429	19469028742	28126242	-3184572
19917879357	19469028742	60211101961	-1592286	15633000
-9558576	28126242	-1592286	234294759	36791999
14063121	-3184572	15633000	36791999	283292189
30537350975	14443114991	15757773009	-2755799	-5415051
14443114991	63031092035	18900836258	-10830102	2820365
15757773009	18900836258	49381743032	1410182	-18846409
-2755799	-10830102	1410182	197536688	36108287
-5415051	2820365	-18846409	36108287	248089518
37015344163	15914113967	20442281619	10961455	274521
15914113967	81769126478	22730521767	549043	20811421
20442281619	22730521767	70637861524	10405710	6003715
10961455	549043	10405710	225621131	37869112
274521	20811421	6003715	37869112	307842403
48855911653	17150456513	25458699229	3346528	17644456
17150456513	101834796917	21436514165	35288912	-10119203
25458699229	21436514165	85710071129	-5059602	111864940
3346528	35288912	-5059602	264468701	34181878
17644456	-10119203	111864940	34181878	347895134
193218838559	-47043748593	77059599453	12846957	-1424889
-47043748593	308238397812	-46220731596	-2849778	10255086
77059599453	-46220731596	201591500323	5127543	100783164
12846957	-2849778	5127543	495975105	-67552069
-1424889	10255086	100783164	-67552069	594537240
67594312130	17030472327	32611280800	-44245468	-2997644
17030472327	130445123201	20995982644	-5995289	-45502081
32611280800	20995982644	104022954239	-22751041	-9142807
-44245468	-5995289	-22751041	320469480	29664659
-2997644	-45502081	-9142807	29664659	394276038
198358587776	-34872302485	78148236498	-136972614	74782009
-34872302485	312592945993	-33034148303	149564018	-158139799
78148236498	-33034148303	204044393196	-79069900	23291634
-136972614	149564018	-79069900	506323428	-59699972
74782009	-158139799	23291634	-59699972	597720947
93265810235	16519255854	42021728038	43466563	11551698
16519255854	168086912152	18703395642	23103397	37637767
42021728038	18703395642	126504398546	18818883	5872599
43466563	23103397	18818883	384771284	24470882
11551698	37637767	5872599	24470882	446257158
211468564672	-20858810579	81559863807	6682457	31560148
-20858810579	326239455227	-20745254554	63120296	7130752
81559863807	-20745254554	211132474124	3565376	47929437
6682457	63120296	3565376	519885988	-52433168
31560148	7130752	47929437	-52433168	605457535
129094316878	14395621827	54241410107	98526507	-26906522
14395621827	216965640428	15723822839	-53813044	112576974
54241410107	15723822839	152236032260	56288487	-41101310
98526507	-53813044	56288487	447311753	16165458
-26906522	112576974	-41101310	16165458	503694935
211715963524	-10014816039	80967448502	123793283	9675649
-10014816039	323869794006	-13535574205	19351298	138206700
80967448502	-13535574205	208343677580	69103350	1562193
123793283	19351298	69103350	518669664	-49042915
9675649	138206700	1562193	-49042915	600095890
161897875273	9352375176	65335904061	-49505861	-38157134
9352375176	261343616243	9518141926	-76314268	-52167532
65335904061	9518141926	177511594958	-26083766	-70125435
-49505861	-76314268	-26083766	479819669	2476144
-38157134	-52167532	-70125435	2476144	552578734
196840431232	1586188746	75549669746	4039993	1418122
1586188746	302198678986	1623415943	2836243	15776723
75549669746	1623415943	194906859415	7888361	-8635917
4039993	2836243	7888361	513617520	-18011248
1418122	15776723	-8635917	-18011248	580706924
44797709434	17812727304	26012626850	-8397661	-10397853
17812727304	104050507401	25683482768	-20795707	46472657
26012626850	25683482768	97447632417	23236328	-95559633
-8397661	-20795707	23236328	254334087	38691976
-10397853	46472657	-95559633	38691976	371306521
59646449279	17125755300	32336228640	-25354898	-60064102
17125755300	129344914562	22395441743	-120128204	-12279208
32336228640	22395441743	115419294572	-6139604	-19283165
-25354898	-120128204	-6139604	300822894	31671089
-60064102	-12279208	-19283165	31671089	412535926
79713878118	14487013473	40570519024	-51552562	-27104040
14487013473	162282076095	18420503154	-54208081	-53428292
40570519024	18420503154	138604979071	-26714146	-67550622
-51552562	-54208081	-26714146	354115874	22783308
-27104040	-53428292	-67550622	22783308	462343450
111286364688	14002753206	52751599983	-61392335	57700475
14002753206	211006399934	15480409573	115400951	-79948066
52751599983	15480409573	167699567330	-39974033	-40250465
-61392335	115400951	-39974033	429017685	19648762
57700475	-79948066	-40250465	19648762	522956497
277154790227	-80825410213	114623658449	65606238	-64622658
-80825410213	458494633796	-86308019451	-129245316	-118721456
114623658449	-86308019451	306369895599	-59360728	-77648885
65606238	-129245316	-59360728	559373656	-126579939
-64622658	-118721456	-77648885	-126579939	735303944
155445996224	8582045062	68734608436	-3116978	14345750
8582045062	274938433745	10218931170	28691499	7819647
68734608436	10218931170	205723145058	3909823	29137190
-3116978	28691499	3909823	457760907	-11062623
14345750	7819647	29137190	-11062623	593068026
258311536126	-65061524436	108910090775	-211498422	2520089
-65061524436	435640363101	-67643172683	5040179	-89346623
108910090775	-67643172683	299823926849	-44673312	31354280
-211498422	5040179	-44673312	554305946	-121475664
2520089	-89346623	31354280	-121475664	721180933
252513204538	-36027262820	103489424636	38460959	-17111238
-36027262820	413957698543	-35355742468	-34222477	248505915
103489424636	-35355742468	286723889190	124252957	-7598196
38460959	-34222477	124252957	545213980	-81373755
-17111238	248505915	-7598196	-81373755	704999069
199289047303	3048246890	83163538899	-41751712	41457482
3048246890	332654155597	1570050313	82914964	132602726
83163538899	1570050313	235700536330	66301363	60424023
-41751712	82914964	66301363	501219038	-37336206
41457482	132602726	60424023	-37336206	635123588
261711229951	-19600795069	105785332079	21165775	7298709
-19600795069	423141328318	-23374713400	14597419	5001467
105785332079	-23374713400	289127287361	2500734	-150135257
21165775	14597419	2500734	555267903	-84354318
7298709	5001467	-150135257	-84354318	700941776
244071960848	-2349483409	97768116023	6754931	7761117
-2349483409	391072464090	-2091053226	15522234	-7496727
97768116023	-2091053226	264557498355	-3748363	-34300760
6754931	15522234	-3748363	541935816	-59545882
7761117	-7496727	-34300760	-59545882	669957635
259510523393	-10854942598	104244453655	99964078	4590542
-10854942598	416977814620	-9095946970	9181083	-71036716
104244453655	-9095946970	282152326010	-35518358	-31213792
99964078	9181083	-35518358	557627156	-71470712
4590542	-71036716	-31213792	-71470712	690776319	
